Time,Cell_Name,Cell_ID,Total _Traffic(GigaBytes)
2025-08-01 06:00,DSC_3,3,3.4219
2025-08-01 06:00,DSC_2,2,0.5938
2025-08-01 06:00,DSC_1,1,6.0452
2025-08-01 07:00,CKN_3,3,8.259
2025-08-01 07:00,CKN_2,2,1.6815
2025-08-01 07:00,CKN_1,1,1.5876
2025-08-01 07:00,GNP_3,3,2.7147
2025-08-01 07:00,GNP_2,2,6.6011
2025-08-01 07:00,GNP_1,1,1.5993
2025-08-01 07:00,MGW_3,3,2.9487
2025-08-01 07:00,MGW_2,2,1.3651
2025-08-01 07:00,MGW_1,1,3.3636
2025-08-01 07:00,DSV_3,3,5.2775
2025-08-01 07:00,DSV_2,2,3.237
2025-08-01 07:00,DSV_1,1,11.9761
2025-08-01 07:00,DSS_3,3,4.0884
2025-08-01 07:00,DSS_2,2,3.2824
2025-08-01 07:00,DSS_1,1,3.9847
2025-08-01 07:00,KWS_7,7,2.5035
2025-08-01 07:00,KWS_8,8,9.2605
2025-08-01 07:00,KWS_9,9,11.3288
2025-08-01 07:00,DSV_7,7,17.4709
2025-08-01 07:00,DSV_8,8,10.053
2025-08-01 07:00,DSV_9,9,14.9704
2025-08-01 07:00,DSS_7,7,8.248
2025-08-01 07:00,DSS_8,8,5.9393
2025-08-01 07:00,DSS_9,9,3.8415
2025-08-01 07:00,CKN_7,7,0.7849
2025-08-01 07:00,CKN_8,8,8.5593
2025-08-01 07:00,CKN_9,9,2.6151
2025-08-01 07:00,GNP_7,7,5.4919
2025-08-01 07:00,GNP_8,8,5.2314
2025-08-01 07:00,GNP_9,9,4.8291
2025-08-01 07:00,KWS_3_4,134,1.4735
2025-08-01 07:00,KWS_3_3,133,2.2045
2025-08-01 07:00,KWS_3_2,132,4.2179
2025-08-01 07:00,KWS_3_1,131,9.7369
2025-08-01 07:00,KWS_2_4,124,7.5515
2025-08-01 07:00,KWS_2_3,123,9.1456
2025-08-01 07:00,KWS_2_2,122,3.5748
2025-08-01 07:00,KWS_2_1,121,5.4069
2025-08-01 07:00,KWS_1_4,114,6.0306
2025-08-01 07:00,KWS_1_3,113,2.6275
2025-08-01 07:00,KWS_1_2,112,2.6964
2025-08-01 07:00,KWS_1_1,111,1.4455
2025-08-01 07:00,NKT_1,1,1.0053
2025-08-01 07:00,NKT_2,2,0.3867
2025-08-01 07:00,NKT_3,3,0.0312
2025-08-01 07:00,GNB_1,1,0.8732
2025-08-01 07:00,GNB_2,2,3.6676
2025-08-01 07:00,GNB_3,3,2.2058
2025-08-01 07:00,GNB_7,7,1.8925
2025-08-01 07:00,GNB_8,8,3.7585
2025-08-01 07:00,GNB_9,9,2.7067
2025-08-01 07:00,MRP_3,3,3.0517
2025-08-01 07:00,MRP_2,2,2.679
2025-08-01 07:00,MRP_1,1,4.8211
2025-08-01 07:00,TNP_3,3,1.8138
2025-08-01 07:00,TNP_2,2,5.8149
2025-08-01 07:00,TNP_1,1,0.0519
2025-08-01 07:00,DSC_9,9,2.4193
2025-08-01 07:00,DSC_8,8,1.0668
2025-08-01 07:00,DSC_7,7,4.828
2025-08-01 07:00,DSC_3,3,2.9878
2025-08-01 07:00,DSC_2,2,0.842
2025-08-01 07:00,DSC_1,1,7.6966
2025-08-01 08:00,CKN_3,3,6.8211
2025-08-01 08:00,CKN_2,2,1.6865
2025-08-01 08:00,CKN_1,1,1.7801
2025-08-01 08:00,GNP_3,3,3.0909
2025-08-01 08:00,GNP_2,2,3.8578
2025-08-01 08:00,GNP_1,1,3.6081
2025-08-01 08:00,MGW_3,3,1.5936
2025-08-01 08:00,MGW_2,2,3.3964
2025-08-01 08:00,MGW_1,1,5.0266
2025-08-01 08:00,DSV_3,3,5.4437
2025-08-01 08:00,DSV_2,2,2.7706
2025-08-01 08:00,DSV_1,1,9.3445
2025-08-01 08:00,DSS_3,3,3.6078
2025-08-01 08:00,DSS_2,2,3.1874
2025-08-01 08:00,DSS_1,1,3.8039
2025-08-01 08:00,KWS_7,7,2.1436
2025-08-01 08:00,KWS_8,8,10.0359
2025-08-01 08:00,KWS_9,9,6.4601
2025-08-01 08:00,DSV_7,7,15.1322
2025-08-01 08:00,DSV_8,8,7.4061
2025-08-01 08:00,DSV_9,9,9.664
2025-08-01 08:00,DSS_7,7,8.6099
2025-08-01 08:00,DSS_8,8,5.2565
2025-08-01 08:00,DSS_9,9,3.1893
2025-08-01 08:00,CKN_7,7,0.6116
2025-08-01 08:00,CKN_8,8,4.871
2025-08-01 08:00,CKN_9,9,1.4769
2025-08-01 08:00,GNP_7,7,7.7024
2025-08-01 08:00,GNP_8,8,5.8023
2025-08-01 08:00,GNP_9,9,5.0119
2025-08-01 08:00,KWS_3_4,134,2.1775
2025-08-01 08:00,KWS_3_3,133,1.929
2025-08-01 08:00,KWS_3_2,132,3.3518
2025-08-01 08:00,KWS_3_1,131,9.6245
2025-08-01 08:00,KWS_2_4,124,5.7292
2025-08-01 08:00,KWS_2_3,123,7.684
2025-08-01 08:00,KWS_2_2,122,3.8784
2025-08-01 08:00,KWS_2_1,121,5.848
2025-08-01 08:00,KWS_1_4,114,4.8317
2025-08-01 08:00,KWS_1_3,113,1.479
2025-08-01 08:00,KWS_1_2,112,2.3717
2025-08-01 08:00,KWS_1_1,111,0.9342
2025-08-01 08:00,NKT_1,1,0.656
2025-08-01 08:00,NKT_2,2,0.5028
2025-08-01 08:00,NKT_3,3,0.0402
2025-08-01 08:00,GNB_1,1,1.5356
2025-08-01 08:00,GNB_2,2,3.3072
2025-08-01 08:00,GNB_3,3,2.8369
2025-08-01 08:00,GNB_7,7,2.8062
2025-08-01 08:00,GNB_8,8,2.6537
2025-08-01 08:00,GNB_9,9,2.4916
2025-08-01 08:00,MRP_3,3,3.1984
2025-08-01 08:00,MRP_2,2,2.0324
2025-08-01 08:00,MRP_1,1,3.8537
2025-08-01 08:00,TNP_3,3,1.5759
2025-08-01 08:00,TNP_2,2,5.2314
2025-08-01 08:00,TNP_1,1,0.0145
2025-08-01 08:00,DSC_9,9,1.2281
2025-08-01 08:00,DSC_8,8,0.5671
2025-08-01 08:00,DSC_7,7,3.9734
2025-08-01 08:00,DSC_3,3,2.9576
2025-08-01 08:00,DSC_2,2,0.9102
2025-08-01 08:00,DSC_1,1,6.7162
2025-08-01 09:00,CKN_3,3,5.547
2025-08-01 09:00,CKN_2,2,1.6363
2025-08-01 09:00,CKN_1,1,1.4491
2025-08-01 09:00,GNP_3,3,2.3222
2025-08-01 09:00,GNP_2,2,3.266
2025-08-01 09:00,GNP_1,1,3.1944
2025-08-01 09:00,MGW_3,3,1.3696
